"filename","_col1"
"20230821_10_408.zip-382129H0.805","18"
"20230821_09_408.zip-382187H0.813","12"
"20230822_19_408.zip-382247H0.811","39"
"20230822_22_408.zip-382207H0.815","6"
"20230822_10_408.zip-382208H0.808","8"
"20230823_07_408.zip-382395H0.801","5"
"20230812_01_408.zip-381168H0.805","2138"
"20230821_09_408.zip-382191H0.815","9"
"20230811_22_408.zip-381131H0.811","660"
"20230810_10_408.zip-381058H0.805","883"
"20230813_18_408.zip-381316H0.807","1930"
"20230814_01_408.zip-381334H0.815","2884"
"20230812_06_408.zip-381246H0.814","1815"
"20230814_08_408.zip-381417H0.812","494"
"20230816_18_408.zip-381633H0.816","577"
"20230813_18_408.zip-381335H0.801","553"
"20230814_09_408.zip-381469H0.804","577"
"20230814_22_408.zip-381456H0.813","2034"
"20230815_07_408.zip-381560H0.808","3956"
"20230815_07_408.zip-381583H0.804","444"
"20230817_12_408.zip-381744H0.812","867"
"20230815_21_408.zip-381591H0.804","2102"
"20230813_10_408.zip-381378H0.805","5136"
"20230819_10_408.zip-381936H0.804","74"
"20230819_20_408.zip-381974H0.813","14"
"20230815_12_408.zip-381575H0.814","1132"
"20230820_01_408.zip-381902H0.808","8"
"20230818_08_408.zip-381822H0.806","1078"
"20230812_16_408.zip-381251H0.814","1076"
"20230812_17_408.zip-381242H0.804","1388"
"20230819_07_408.zip-381997H0.808","50"
"20230818_19_408.zip-381862H0.812","110"
"20230823_18_408.zip-382374H0.809","12"
"20230819_08_408.zip-381915H0.814","12"
"20230819_12_408.zip-381918H0.814","12"
"20230822_07_408.zip-382281H0.812","18"
"20230823_23_408.zip-382378H0.809","12"
"20230821_15_408.zip-382134H0.809","15"
"20230810_16_408.zip-381062H0.805","1059"
"20230820_19_408.zip-382080H0.813","13"
"20230812_01_408.zip-381119H0.801","4049"
"20230824_11_408.zip-382416H0.815","4"
"20230810_19_408.zip-381082H0.812","982"
"20230811_18_408.zip-381142H0.814","866"
"20230811_20_408.zip-381194H0.812","854"
"20230823_15_408.zip-382350H0.805","16"
"20230823_19_408.zip-382396H0.801","5"
"20230811_22_408.zip-381101H0.807","698"
"20230811_23_408.zip-381110H0.815","496"
"20230813_11_408.zip-381340H0.813","285"
"20230813_09_408.zip-381310H0.807","4208"
"20230816_09_408.zip-381626H0.816","4392"
"20230812_13_408.zip-381242H0.811","1040"
"20230817_13_408.zip-381793H0.802","1071"
"20230813_21_408.zip-381379H0.805","2906"
"20230813_22_408.zip-381346H0.813","292"
"20230814_04_408.zip-381413H0.806","6819"
"20230817_18_408.zip-381703H0.814","2948"
"20230815_08_408.zip-381584H0.804","650"
"20230815_12_408.zip-381557H0.811","2950"
"20230812_08_408.zip-381221H0.815","617"
"20230815_01_408.zip-381478H0.804","523"
"20230820_13_408.zip-382001H0.802","151"
"20230814_22_408.zip-381434H0.807","644"
"20230819_07_408.zip-381913H0.814","12"
"20230820_06_408.zip-382091H0.807","44"
"20230811_07_408.zip-381197H0.815","484"
"20230822_16_408.zip-382213H0.810","40"
"20230823_09_408.zip-382347H0.805","16"
"20230810_14_408.zip-381000H0.803","2549"
"20230822_13_408.zip-382239H0.805","17"
"20230821_19_408.zip-382103H0.807","38"
"20230810_20_408.zip-381064H0.805","1515"
"20230811_23_408.zip-381109H0.815","1102"
"20230811_18_408.zip-381192H0.812","2924"
"20230813_20_408.zip-381356H0.814","560"
"20230814_10_408.zip-381419H0.812","979"
"20230814_16_408.zip-381485H0.802","191"
"20230816_23_408.zip-381699H0.814","1096"
"20230813_14_408.zip-381378H0.809","634"
"20230818_04_408.zip-381866H0.807","4112"
"20230817_08_408.zip-381799H0.809","819"
"20230814_20_408.zip-381415H0.806","10409"
"20230814_10_408.zip-381462H0.814","986"
"20230812_07_408.zip-381220H0.815","480"
"20230812_18_408.zip-381226H0.815","2529"
"20230816_23_408.zip-381614H0.804","1071"
"20230816_17_408.zip-381665H0.811","3330"
"20230814_08_408.zip-381436H0.815","1911"
"20230817_15_408.zip-381702H0.814","5034"
"20230819_06_408.zip-381907H0.809","54"
"20230819_21_408.zip-381912H0.811","44"
"20230818_10_408.zip-381899H0.805","95"
"20230818_18_408.zip-381874H0.807","60"
"20230815_01_408.zip-381446H0.815","192"
"20230820_18_408.zip-382091H0.801","24"
"20230822_15_408.zip-382283H0.812","18"
"20230821_14_408.zip-382193H0.813","12"
"20230821_23_408.zip-382149H0.814","10"
"20230822_09_408.zip-382247H0.809","12"
"20230821_16_408.zip-382140H0.811","39"
"20230819_12_408.zip-381988H0.807","49"
"20230824_11_408.zip-382473H0.814","8"
"20230820_22_408.zip-382089H0.815","9"
"20230820_22_408.zip-382082H0.813","13"
"20230811_10_408.zip-381165H0.809","1103"
"20230810_16_408.zip-381001H0.806","1526"
"20230810_22_408.zip-381044H0.808","8681"
"20230810_13_408.zip-381023H0.816","5414"
"20230814_12_408.zip-381438H0.815","952"
"20230816_09_408.zip-381691H0.814","517"
"20230813_23_408.zip-381361H0.804","960"
"20230816_14_408.zip-381668H0.808","1179"
"20230814_17_408.zip-381453H0.813","1009"
"20230815_02_408.zip-381479H0.804","3769"
"20230817_08_408.zip-381770H0.811","401"
"20230812_03_408.zip-381273H0.809","2293"
"20230816_07_408.zip-381689H0.814","355"
"20230812_10_408.zip-381236H0.804","558"
"20230813_14_408.zip-381354H0.804","1132"
"20230815_20_408.zip-381581H0.814","799"
"20230816_10_408.zip-381656H0.807","1200"
"20230816_17_408.zip-381604H0.804","1362"
"20230816_18_408.zip-381663H0.815","1344"
"20230813_20_408.zip-381317H0.807","1752"
"20230814_22_408.zip-381446H0.801","453"
"20230819_07_408.zip-381908H0.809","51"
"20230815_19_408.zip-381590H0.804","1396"
"20230817_23_408.zip-381790H0.808","812"
"20230820_18_408.zip-382017H0.805","20"
"20230819_08_408.zip-381985H0.807","49"
"20230820_21_408.zip-382027H0.811","42"
"20230822_12_408.zip-382251H0.809","12"
"20230820_16_408.zip-382090H0.801","24"
"20230820_15_408.zip-382023H0.814","12"
"20230820_15_408.zip-382025H0.814","12"
"20230820_17_408.zip-382034H0.814","12"
"20230819_06_408.zip-381981H0.807","49"
"20230821_23_408.zip-382101H0.813","12"
"20230810_22_408.zip-381093H0.815","582"
"20230811_06_408.zip-381115H0.801","2194"
"20230810_03_408.zip-381097H0.803","14"
"20230820_11_408.zip-382012H0.805","20"
"20230810_09_408.zip-381023H0.804","595"
"20230824_10_408.zip-382427H0.813","10"
"20230810_16_408.zip-381002H0.806","155"
"20230823_04_408.zip-382313H0.807","38"
"20230824_07_408.zip-382423H0.813","10"
"20230811_21_408.zip-381195H0.812","1685"
"20230823_20_408.zip-382354H0.805","16"
"20230811_23_408.zip-381108H0.815","943"
"20230810_17_408.zip-381089H0.815","1112"
"20230810_18_408.zip-381087H0.807","812"
"20230819_10_408.zip-381987H0.807","49"
"20230811_21_408.zip-381130H0.811","847"
"20230813_05_408.zip-381301H0.812","993"
"20230814_19_408.zip-381423H0.812","313"
"20230812_15_408.zip-381274H0.809","2542"
"20230814_13_408.zip-381439H0.815","1983"
"20230817_08_408.zip-381767H0.801","3606"
"20230815_08_408.zip-381585H0.805","879"
"20230817_13_408.zip-381777H0.811","734"
"20230816_21_408.zip-381660H0.807","1690"
"20230813_09_408.zip-381353H0.814","820"
"20230816_20_408.zip-381664H0.815","1549"
"20230815_18_408.zip-381559H0.813","1531"
"20230813_12_408.zip-381352H0.804","763"
"20230815_10_408.zip-381552H0.801","855"
"20230820_06_408.zip-382026H0.806","189"
"20230820_12_408.zip-382077H0.813","14"
"20230818_18_408.zip-381879H0.801","41"
"20230819_04_408.zip-381998H0.802","171"
"20230817_18_408.zip-381773H0.801","2177"
"20230820_05_408.zip-382074H0.812","37"
"20230821_10_408.zip-382177H0.812","18"
"20230821_15_408.zip-382106H0.802","66"
"20230820_21_408.zip-382093H0.807","38"
"20230821_08_408.zip-382136H0.811","40"
"20230821_11_408.zip-382143H0.804","11"
"20230822_01_408.zip-382130H0.806","84"
"20230810_12_408.zip-381060H0.805","651"
"20230810_08_408.zip-381056H0.805","430"
"20230822_15_408.zip-382209H0.807","38"
"20230810_07_408.zip-381020H0.804","756"
"20230811_09_408.zip-381196H0.807","685"
"20230810_22_408.zip-381084H0.812","763"
"20230810_08_408.zip-381022H0.804","567"
"20230810_14_408.zip-381085H0.807","1105"
"20230821_06_408.zip-382124H0.805","19"
"20230823_09_408.zip-382316H0.807","38"
"20230820_19_408.zip-382092H0.807","39"
"20230815_09_408.zip-381572H0.814","758"
"20230813_13_408.zip-381376H0.809","4418"
"20230813_09_408.zip-381311H0.807","1395"
"20230813_17_408.zip-381379H0.809","1250"
"20230814_06_408.zip-381465H0.804","5986"
"20230816_20_408.zip-381640H0.812","943"
"20230817_12_408.zip-381784H0.808","1791"
"20230812_19_408.zip-381273H0.805","1718"
"20230819_03_408.zip-381970H0.813","17"
"20230818_21_408.zip-381804H0.805","44"
"20230818_08_408.zip-381856H0.812","139"
"20230817_14_408.zip-381703H0.809","2007"
"20230818_13_408.zip-381860H0.812","117"
"20230818_18_408.zip-381861H0.812","110"
"20230820_18_408.zip-382027H0.806","189"
"20230820_04_408.zip-382011H0.809","47"
"20230820_19_408.zip-382021H0.809","15"
"20230822_09_408.zip-382207H0.808","8"
"20230811_06_408.zip-381192H0.807","6461"
"20230820_23_408.zip-382039H0.814","12"
"20230812_18_408.zip-381243H0.811","4442"
"20230823_04_408.zip-382332H0.806","69"
"20230823_07_408.zip-382363H0.814","8"
"20230810_15_408.zip-381055H0.809","184"
"20230821_21_408.zip-382134H0.805","18"
"20230810_16_408.zip-381004H0.806","157"
"20230822_16_408.zip-382254H0.809","12"
"20230821_22_408.zip-382198H0.813","12"
"20230811_09_408.zip-381107H0.806","2981"
"20230811_18_408.zip-381104H0.815","3950"
"20230813_19_408.zip-381355H0.814","811"
"20230811_16_408.zip-381108H0.806","11700"
"20230824_01_408.zip-382360H0.805","16"
"20230810_21_408.zip-381015H0.811","1786"
